transaction_id,merchant_id,order_id,amount_in_paise,payment_method,customer_phone_hash,device_hash,h3_index_res9,pincode,account_age_days,form_fill_duration_ms,canvas_entropy_score,is_bot_keystrokes,device_rto_rate,device_order_count,h3_cluster_rto_rate,h3_density_weight,cluster_size,cluster_rto_rate,burst_count_h3,burst_count_device,is_rto,is_syndicate
txn_b11d740050a1,mer_ccc,ord_882525,378200,COD,7f9609cb3c70dcbe,dev_34c7246c5a64,h3_Che_9999,600040,6,1471,0.31,0,0.6831,6,0.2499,1.0407,0,0.0,1,1,1,0
txn_b4001910b61b,mer_aaa,ord_409697,1191600,COD,c9a24dc6af2137c3,dev_3c037988eb00,h3_Del_ring_330,110016,1,737,0.2,0,1.0031,13,0.9144,1.5175,8,0.9144,2,0,1,1
txn_bbaf9c208b8e,mer_aaa,ord_137249,383900,PREPAID,02d24758d963646e,dev_846a2b58256d,h3_Del_3013,110044,129,5737,0.96,0,0.0957,3,0.2525,0.7104,0,0.0,0,0,0,0
txn_4b4c23dd60a5,mer_ccc,ord_656349,210800,PREPAID,e113e0b79be7099b,dev_abd748a5f7d7,h3_Del_4584,110044,534,9280,0.78,0,0.1026,2,0.0889,0.7512,0,0.0,0,0,0,0
txn_adacd62931ef,mer_ddd,ord_764079,2985300,PREPAID,d3f92433d47544ea,dev_4cb60bcfb8a2,h3_Del_8945,110016,81,8993,0.87,0,0.0878,3,0.1085,0.5526,0,0.0,0,0,0,0
txn_85e62aff8c6f,mer_ccc,ord_648932,417600,PREPAID,f521c5ea5f72b4fb,dev_9a1899167068,h3_Del_8617,110044,57,2135,0.7,0,0.1415,5,0.1011,0.6735,0,0.0,0,0,0,0
txn_47aacd60fdc4,mer_ddd,ord_432153,1127500,COD,0704343d7c1222a9,dev_8486cdbedc64,h3_Pun_4040,411038,5,1376,0.25,1,0.6648,3,0.3989,1.9625,0,0.0,0,0,1,0
txn_f46fe2858460,mer_ddd,ord_247859,118700,UPI,377b9e31df9384e3,dev_4f404c5f545a,h3_Ben_1736,560068,324,8712,0.99,0,0.0026,6,0.074,1.3418,0,0.0,0,0,0,0
txn_5507406fe216,mer_ccc,ord_659382,468600,COD,4e0e7a3e32b59c19,dev_becd2b66c0f9,h3_Che_ring_132,600040,9,1119,0.27,0,0.7635,12,0.7645,1.8234,13,0.7645,1,1,1,1
txn_0e8294f2a96c,mer_aaa,ord_982026,736500,COD,3eee5aa7905f7bf2,dev_52e3738f6759,h3_Mum_3501,400093,26,1456,0.33,1,0.4205,3,0.1642,1.6822,0,0.0,1,0,1,0
txn_3fe4ceb96bc8,mer_ddd,ord_111750,302600,PREPAID,8fd07bef83fa98c0,dev_ed65f05c27c5,h3_Del_2428,110085,178,2606,0.82,0,0.0494,2,0.0636,1.0982,0,0.0,0,0,0,0
txn_c3fc757bac7d,mer_bbb,ord_985915,1811800,UPI,11e75f1ef1ec0bb8,dev_9e2f779d49c6,h3_Ben_6668,560001,628,6859,0.9,0,0.0702,5,0.1593,0.857,0,0.0,0,0,0,0
txn_a3aa165aa7e2,mer_ddd,ord_565253,931200,COD,a72c9124d6786ff6,dev_67f99fdf316e,h3_Hyd_ring_313,500001,1,812,0.09,1,0.8196,38,0.753,1.5603,8,0.753,3,3,1,1
txn_20580ad845d5,mer_bbb,ord_815218,131100,UPI,68f98e3dacafcf9c,dev_c8d03b766704,h3_Mum_2684,400093,115,6507,0.62,0,0.0116,3,0.0507,0.9011,0,0.0,0,0,0,0
txn_f230fe22a72c,mer_ccc,ord_162068,1711200,UPI,951b6c28eea6586d,dev_70e0a79c82ce,h3_Mum_8436,400093,46,6779,0.57,0,0.016,3,0.3098,0.8677,0,0.0,0,0,0,0
txn_12f6742b3167,mer_ddd,ord_509053,1198800,UPI,5e61e02eb68ed6f7,dev_5c1d372ba952,h3_Mum_4659,400070,106,7525,0.54,0,0.0138,12,0.0771,0.7592,0,0.0,0,0,0,0
txn_d53350caad1d,mer_ccc,ord_806413,69000,UPI,7bb2b494e31ab9a2,dev_461a571887a3,h3_Mum_9461,400070,86,8875,0.95,0,0.0462,3,0.0827,1.2873,0,0.0,0,0,0,0
txn_de9503d37726,mer_bbb,ord_408032,530300,COD,37f4efdfe91466d7,dev_091de3abf3bd,h3_Mum_5300,400070,117,5685,0.85,0,0.0131,4,0.2274,1.3602,0,0.0,0,0,0,0
txn_1525c757abf0,mer_ddd,ord_611720,133400,UPI,944bdac69976a40a,dev_12765f7d23a5,h3_Ben_4753,560001,45,7593,0.9,0,0.0038,4,0.0835,1.2595,0,0.0,0,0,0,0
txn_95599a5e0d39,mer_aaa,ord_534391,638500,UPI,ae24c6a957897a92,dev_0af1da7ae444,h3_Ben_5063,560103,200,9701,0.83,0,0.0372,8,0.1231,1.1397,0,0.0,0,0,0,0
txn_e8ed5b6abcdd,mer_aaa,ord_990693,197600,COD,fdb9e49ea2744bf1,dev_b3a4f5cb0082,h3_Pun_2124,411001,52,6294,0.79,0,0.0048,6,0.3142,1.2429,0,0.0,0,0,0,0
txn_48349e021ceb,mer_aaa,ord_607793,329700,PREPAID,1d94091f770e8dde,dev_8a2ad9bb3064,h3_Hyd_2998,500001,250,7996,0.68,0,0.0774,11,0.1422,0.9597,0,0.0,0,0,0,0
txn_a356e9b7fa1d,mer_ccc,ord_520675,241500,UPI,34791a946666aef8,dev_fbbb1df6e114,h3_Ben_4577,560034,46,10513,0.55,0,0.0098,11,0.334,0.5444,0,0.0,0,0,0,0
txn_c8db53ae41e5,mer_ddd,ord_677024,1996600,COD,af164707e8c14e24,dev_dfed6fd39283,h3_Mum_ring_244,400093,2,768,0.15,0,0.6871,29,0.6467,2.3296,7,0.6467,3,1,1,1
txn_c5964f6ec5bb,mer_bbb,ord_550000,297200,UPI,ed652cf6f36dcb74,dev_5f14723eef03,h3_Ben_8902,560068,70,5799,0.71,0,0.029,2,0.2537,1.1359,0,0.0,0,0,0,0
txn_cc6a0442ce9b,mer_bbb,ord_236962,3208800,UPI,880c70e218b405cd,dev_b8518b5725c6,h3_Del_4530,110044,35,8394,0.95,0,0.1421,6,0.2317,0.6178,0,0.0,0,0,0,0
txn_2e78083ab6e3,mer_ccc,ord_703402,561300,COD,24aeea8753bfb631,dev_c36a5955085c,h3_Del_ring_583,110001,2,615,0.18,0,0.9603,19,0.9293,2.3479,12,0.9293,3,0,1,1
txn_fd0ac4ae733d,mer_aaa,ord_442228,66100,PREPAID,4d86a9160458b355,dev_8c0318251cd3,h3_Del_6625,110001,179,7047,0.94,0,0.013,6,0.2089,1.2878,0,0.0,0,0,0,0
txn_f5b456d74a55,mer_aaa,ord_242321,106600,PREPAID,336185a62b9d7076,dev_5902de2f17e7,h3_Che_1016,600100,80,8715,0.91,0,0.1971,23,0.3646,0.8088,0,0.0,0,0,0,0
txn_06ee0d3fe4a2,mer_ddd,ord_987972,766800,PREPAID,ac0810e62b701e46,dev_10754824bf94,h3_Hyd_1499,500081,273,3416,0.85,0,0.0784,1,0.1733,1.2703,0,0.0,0,0,0,0
txn_f61201f1a539,mer_ccc,ord_328024,320600,UPI,aad0aa0eeb708a71,dev_34eefcb7b926,h3_Che_4708,600040,31,7385,0.93,0,0.0705,1,0.1892,0.618,0,0.0,0,0,0,0
txn_6813c4dabcde,mer_bbb,ord_555452,379900,PREPAID,006e534ab94b8a1d,dev_d47f3158adbe,h3_Hyd_6377,500081,421,9997,0.85,0,0.036,4,0.0386,1.3306,0,0.0,0,0,0,0
txn_1e4f746b8057,mer_ccc,ord_391787,83400,COD,beaa74926a5c4b18,dev_a69812d60af7,h3_Pun_9531,411038,532,6398,0.91,0,0.1314,4,0.1352,0.507,0,0.0,0,0,0,0
txn_faf8fdbe3d2d,mer_aaa,ord_342572,1162400,COD,4a867048ecc11c50,dev_fc9e633b7dc5,h3_Mum_ring_653,400050,19,636,0.11,0,0.6283,9,0.6278,2.9009,13,0.6278,4,1,1,1
txn_1fb0cb42a61e,mer_bbb,ord_869394,506800,PREPAID,2f89cc74e23e7e6b,dev_3a7d053aacf4,h3_Pun_6183,411001,210,4641,0.75,0,0.1353,1,0.1979,0.8895,0,0.0,0,0,0,0
txn_21dcf8417516,mer_bbb,ord_980936,418300,UPI,b8dd76bdc9dd792a,dev_2763f613bc1b,h3_Hyd_2812,500001,54,7651,0.7,0,0.0964,1,0.1051,0.5782,0,0.0,0,0,0,0
txn_428272ce5816,mer_bbb,ord_405157,707400,COD,0a93536d510cc28b,dev_26b0a0f01ed1,h3_Pun_2454,411057,623,6602,0.78,0,0.0213,13,0.0792,1.4964,0,0.0,0,0,0,0
txn_43c31163dbef,mer_ddd,ord_217034,108200,PREPAID,9cea9d45a45c6285,dev_1eae7529b912,h3_Ben_4322,560034,277,12259,0.85,0,0.0409,1,0.0237,1.1413,0,0.0,0,0,0,0
txn_c0b80e20dbdb,mer_ddd,ord_845586,1703100,COD,233f2db1b0e34297,dev_53e677b068d8,h3_Mum_1289,400001,164,14583,0.83,0,0.0687,5,0.1959,1.1749,0,0.0,0,0,0,0
txn_f0d95c45e99b,mer_aaa,ord_701976,220200,UPI,c4a6c0287ebba827,dev_67c728a89eb7,h3_Pun_8981,411057,1092,6596,0.73,0,0.0343,4,0.1694,0.8079,0,0.0,0,0,0,0
txn_ee58ac072dbc,mer_bbb,ord_809794,1829200,UPI,3f62ae756e12e204,dev_d5ff3c3d36c5,h3_Pun_6172,411038,234,10139,0.95,0,0.0421,12,0.2277,1.359,0,0.0,1,0,0,0
txn_bfc31013725e,mer_ccc,ord_230974,2554400,COD,28b69caa82df5e28,dev_60bd2c9e0aec,h3_Pun_3881,411001,1,1517,0.33,1,0.648,11,0.501,1.1926,0,0.0,2,0,1,0
txn_d29b7b7a37ee,mer_ccc,ord_668496,1231400,COD,dc2ed78566a50eb7,dev_3d1ec09c64db,h3_Del_7961,110001,2,1758,0.11,0,0.3834,13,0.3806,0.9325,0,0.0,2,0,1,0
txn_a8b7b16c0a9e,mer_aaa,ord_264349,3264600,UPI,73c2296ce59d9abf,dev_7cb7120ecd4f,h3_Pun_4587,411057,63,5514,0.84,0,0.0247,3,0.0513,1.1155,0,0.0,0,0,0,0
txn_426e71d1e8e9,mer_aaa,ord_448279,1286500,UPI,3da2b34974d8c0c3,dev_7d3a925280cc,h3_Ben_7721,560001,140,12247,0.67,0,0.06,2,0.2499,0.5026,0,0.0,0,0,0,0
txn_6d519409742d,mer_bbb,ord_687217,1834600,UPI,9c12e20f1a7b2eea,dev_0d81ab821421,h3_Pun_7014,411057,135,8150,0.69,0,0.0391,3,0.1188,1.0608,0,0.0,0,0,0,0
txn_99f21154aed0,mer_ddd,ord_926552,323500,UPI,0ac97b82c81fb81e,dev_8fb1627d5045,h3_Hyd_2582,500001,254,6765,0.8,0,0.0347,5,0.0649,1.3835,0,0.0,0,0,0,0
txn_504f7edd4c50,mer_ccc,ord_590841,1877100,COD,571caaa47afb5c32,dev_c5575cf40ed5,h3_Che_9125,600001,133,5100,0.89,0,0.0274,2,0.1429,1.0513,0,0.0,0,0,0,0
txn_c227f0b5e658,mer_bbb,ord_149837,376600,UPI,b040af8b40b8a13d,dev_6290e025bdcd,h3_Ben_4501,560001,35,5600,0.72,0,0.196,1,0.0576,0.9979,0,0.0,0,0,0,0
txn_ae70f97a1d9c,mer_ddd,ord_603118,839200,COD,4e240f1195e93766,dev_ae739d016c0a,h3_Ben_ring_186,560034,17,998,0.04,0,0.8904,15,0.968,1.8467,9,0.968,2,3,1,1
txn_61b8fe22dd2a,mer_bbb,ord_975243,1332900,COD,abc2354530c08157,dev_ac0261d706a2,h3_Del_ring_630,110001,1,428,0.14,1,0.6691,42,0.7093,1.794,10,0.7093,3,1,1,1
txn_86e64ea66afe,mer_bbb,ord_329980,530900,UPI,309ce7b054d63e48,dev_978a89b13db1,h3_Hyd_8462,500034,49,11021,0.77,0,0.1526,6,0.0875,0.7887,0,0.0,0,0,0,0
txn_bdd780b3132b,mer_ddd,ord_597549,266000,UPI,3ac719c93c871207,dev_afa32739967f,h3_Pun_5976,411001,71,8219,0.84,0,0.0102,1,0.1282,1.1708,0,0.0,0,0,1,0
txn_3d1f43cd0167,mer_aaa,ord_236495,1355500,UPI,58de8f6b6244c848,dev_c0525f291e30,h3_Ben_6904,560034,57,8078,0.94,0,0.0489,16,0.0486,0.9231,0,0.0,0,0,0,0
txn_bbf35cafcd5b,mer_ccc,ord_250790,589300,UPI,40e90a78476ea530,dev_e786b9facc40,h3_Del_9112,110085,576,5218,0.82,0,0.0383,4,0.1394,0.8693,0,0.0,0,0,0,0
txn_58fbeb6ba1fd,mer_aaa,ord_413394,1058200,COD,47c5aa1b3de17211,dev_fa8e8f2a1d28,h3_Pun_2949,411038,43,8432,0.82,0,0.0106,4,0.3488,1.1555,0,0.0,0,0,0,0
txn_8ece5d6192c7,mer_aaa,ord_979802,176400,UPI,2abf8f4a7ce225b3,dev_e156e0dfc34e,h3_Pun_3523,411057,52,4460,0.93,0,0.078,2,0.0737,1.4188,0,0.0,0,0,0,0
txn_b010a48a1f53,mer_bbb,ord_135823,921900,COD,89b8ad21efa2a28f,dev_0dadda32cccc,h3_Del_5131,110001,9,1487,0.34,0,0.4751,21,0.4961,0.9583,0,0.0,1,1,1,0
txn_c49b988b857c,mer_ddd,ord_744822,246900,COD,4b2fb095e0679e3d,dev_076f7d9b4349,h3_Del_1792,110001,103,7407,0.67,0,0.0016,4,0.1956,0.7109,0,0.0,0,0,0,0
txn_68811c09b5cb,mer_ccc,ord_499688,1932100,UPI,b860630e3ff142d5,dev_ec5d81d85516,h3_Che_4189,600100,111,10563,0.65,0,0.0209,2,0.264,0.7996,0,0.0,0,0,0,0
txn_40fd7c36a00e,mer_ccc,ord_943019,1300300,PREPAID,06099af743b90f45,dev_dfe6a4b96111,h3_Mum_3440,400050,60,5659,0.91,0,0.0121,19,0.1596,0.7894,0,0.0,0,0,0,0
txn_12e40b9c95df,mer_aaa,ord_590282,148600,COD,4bb6a4a81bc8ab9f,dev_b1788f5d3737,h3_Mum_8410,400001,74,9640,0.79,0,0.2252,2,0.1417,0.6292,0,0.0,0,0,0,0
txn_bfdc0a7a270a,mer_aaa,ord_146124,658900,COD,fbf6397e24b6bc7e,dev_575ff59377da,h3_Pun_ring_261,411001,1,965,0.02,0,0.8723,8,0.9015,1.5393,11,0.9015,1,2,1,1
txn_3b214b14545d,mer_ddd,ord_960863,202400,UPI,e1de6716b818c4fb,dev_c44a804d64cb,h3_Hyd_8609,500034,65,6542,0.85,0,0.0437,1,0.0965,1.3879,0,0.0,0,0,0,0
txn_fbb1afe36cf6,mer_aaa,ord_739907,401400,UPI,439f82393791c230,dev_b3187bf6a012,h3_Del_3496,110044,753,4839,0.84,0,0.0263,1,0.1631,1.4115,0,0.0,0,0,0,0
txn_144349ffc802,mer_bbb,ord_679000,433900,UPI,d4cf2648628f1227,dev_a61def386f07,h3_Pun_3338,411038,160,7738,0.79,0,0.0129,4,0.4475,0.7955,0,0.0,0,0,0,0
txn_1957d7ea3fba,mer_bbb,ord_332134,1759300,COD,6fb69cbb6de89fab,dev_194e658999e1,h3_Hyd_4976,500034,12,1089,0.37,0,0.7287,6,0.255,1.7332,0,0.0,0,0,1,0
txn_7c3d8e525b47,mer_ccc,ord_716152,983700,COD,c3afc8d5a2d82678,dev_e0dbf64f7e5e,h3_Mum_6769,400001,26,1634,0.15,0,0.3316,14,0.1454,1.9827,0,0.0,0,1,1,0
txn_83456e294202,mer_aaa,ord_206183,702200,PREPAID,0e7218e2ac30e14f,dev_911e3db94769,h3_Ben_9479,560001,31,6633,0.93,0,0.0191,4,0.1753,0.9947,0,0.0,0,0,0,0
txn_a480b80e7fe7,mer_ccc,ord_182849,902100,COD,1310645d4ea2b886,dev_36c33b2f4200,h3_Che_4426,600001,5,1325,0.31,0,0.6986,7,0.4122,1.831,0,0.0,0,1,1,0
txn_4f667d3bcb85,mer_ddd,ord_309527,456300,PREPAID,8a62b84a12e09ce8,dev_a3d03db1b893,h3_Hyd_1892,500081,100,7038,0.86,0,0.1318,2,0.0679,1.1356,0,0.0,0,0,0,0
txn_94b7439d18f6,mer_bbb,ord_462679,423900,COD,cbdce31151c22fce,dev_6c87ecbbfd38,h3_Che_8571,600100,143,11434,0.83,0,0.0234,26,0.1562,1.0333,0,0.0,0,0,0,0
txn_ea262158d4c1,mer_ddd,ord_953467,552800,COD,42ab6a6e28e22375,dev_2cf9e2cd1b5e,h3_Che_1300,600001,202,8019,0.98,0,0.0033,9,0.121,0.6066,0,0.0,0,0,1,0
txn_a8167ccc7c51,mer_ddd,ord_848180,1083600,COD,e0d49edabf3bfd13,dev_ef6f6adb3f89,h3_Hyd_4313,500001,46,9327,0.8,0,0.0972,7,0.1206,1.1042,0,0.0,1,0,0,0
txn_aa3fecf48799,mer_aaa,ord_359488,114300,PREPAID,997702ad1536c61c,dev_9fb61db1d632,h3_Ben_9440,560103,98,6788,0.88,0,0.0025,13,0.0932,0.6188,0,0.0,0,0,0,0
txn_812257e450e5,mer_bbb,ord_152479,54100,COD,69f920f82e6209fe,dev_cd04ff4e0bad,h3_Che_2523,600100,97,11657,0.94,0,0.0982,24,0.3164,0.7915,0,0.0,0,0,0,0
txn_f85a3eccbbc3,mer_ccc,ord_803111,102700,UPI,15057f32edd2195c,dev_214dcd2a8fff,h3_Ben_2831,560034,71,9749,0.76,0,0.0101,9,0.1629,1.4188,0,0.0,0,0,0,0
txn_c70b243daa2f,mer_ddd,ord_359538,1023800,COD,e861b3d28dfcde8a,dev_35e2a379d88c,h3_Ben_4734,560068,178,8853,0.64,0,0.0059,3,0.126,0.6905,0,0.0,0,0,1,0
txn_6a7a5771370d,mer_aaa,ord_139443,410200,UPI,8c3fdaed07922118,dev_c3388af6e3d7,h3_Che_3083,600100,183,11454,0.92,0,0.0858,1,0.183,0.6593,0,0.0,0,0,0,0
txn_a07b2a743dd3,mer_ddd,ord_683964,388400,PREPAID,9e55528d649acf10,dev_2b3a803a82b0,h3_Che_4856,600100,165,9853,0.77,0,0.0099,6,0.0896,0.6181,0,0.0,0,0,0,0
txn_ca46074606dc,mer_bbb,ord_168047,61700,UPI,0b8c930a7e1a9d03,dev_b887910d0d96,h3_Mum_6272,400093,118,11949,0.77,0,0.1454,9,0.0994,0.7541,0,0.0,0,0,0,0
txn_93337ae6eb38,mer_ddd,ord_189203,1041200,UPI,216a44ff0adf079e,dev_96555ce598cf,h3_Hyd_9569,500001,161,15465,0.87,0,0.118,3,0.1648,1.0674,0,0.0,0,0,0,0
txn_5ed9fcbb7a8f,mer_bbb,ord_868861,1249500,PREPAID,1c9a301f9e55dfa9,dev_da0061bb9ef8,h3_Mum_1340,400001,636,1917,0.65,0,0.1173,11,0.1647,1.1106,0,0.0,0,0,0,0
txn_0fc1a475c3b6,mer_ccc,ord_497665,308900,PREPAID,d854b7a7c3ea9166,dev_78d79a26a750,h3_Che_2383,600001,181,6563,0.96,0,0.0234,14,0.3703,0.5019,0,0.0,0,0,0,0
txn_3f62b64ad5d1,mer_ddd,ord_236818,682000,UPI,632f8d5355af15e7,dev_cf6b7025c99a,h3_Hyd_7230,500001,241,8043,0.66,0,0.1034,2,0.1524,1.1632,0,0.0,0,0,0,0
txn_5003c1a27e67,mer_ccc,ord_630531,524500,COD,0c0b3c844a738c40,dev_e881e5a786f3,h3_Mum_5717,400050,207,7473,0.76,0,0.0033,3,0.0067,1.2393,0,0.0,0,0,0,0
txn_c1cf77e1f5ad,mer_aaa,ord_398115,253500,UPI,2debdd2f18e57170,dev_646f5c2eadcf,h3_Ben_3558,560103,165,7393,0.84,0,0.0235,2,0.0617,0.704,0,0.0,0,0,0,0
txn_ff990eab9983,mer_ccc,ord_544491,167900,COD,73905a76f8cb7fdf,dev_5808c94e6b1e,h3_Pun_5949,411057,124,3422,0.89,0,0.133,12,0.0379,0.9625,0,0.0,0,0,0,0
txn_c1fd16ff4937,mer_ddd,ord_696156,1044300,COD,0f55c946dd51ea90,dev_f6e2339f4080,h3_Hyd_7202,500081,240,7038,0.97,0,0.1726,2,0.1385,0.8055,0,0.0,0,0,0,0
txn_e897ebde345f,mer_bbb,ord_655986,268000,COD,a44b7a4390971e0b,dev_6e00ba2b9897,h3_Ben_6353,560103,204,10177,0.89,0,0.1497,11,0.0545,0.8745,0,0.0,0,0,0,0
txn_5a36a6838d23,mer_ddd,ord_666652,4003200,COD,e847a62e9a631383,dev_c6a2630b1aa0,h3_Hyd_3262,500001,236,9367,0.91,0,0.3273,3,0.1875,0.55,0,0.0,0,0,0,0
txn_b8b74945b023,mer_ddd,ord_577560,376700,UPI,00a3efc7a6a5c619,dev_14dae55b95f2,h3_Pun_4483,411057,112,11385,0.95,0,0.0225,10,0.006,1.1239,0,0.0,0,0,0,0
txn_ea315e3689e1,mer_aaa,ord_782922,480500,COD,bb26da76b275af91,dev_09fb9fea6c6c,h3_Hyd_3602,500034,136,8561,0.95,0,0.0319,2,0.2096,1.3453,0,0.0,0,0,0,0
txn_1a62d8be18e1,mer_ddd,ord_850892,6719200,UPI,d9bf59973806d244,dev_9bb7c6379478,h3_Ben_9585,560034,290,9169,0.42,0,0.0261,1,0.1465,1.4917,0,0.0,0,0,0,0
txn_9e315c9fd2ae,mer_ccc,ord_742032,1040700,COD,4695c89004b04068,dev_085c58dfd41f,h3_Che_ring_497,600001,4,1014,0.12,1,0.7345,17,0.6967,2.2463,7,0.6967,2,2,1,1
txn_b15c1c3228cd,mer_bbb,ord_495819,245900,UPI,6ac29d650a05fbb0,dev_98df5275fcb6,h3_Del_8069,110085,476,9426,0.94,0,0.131,3,0.144,0.6584,0,0.0,0,0,0,0
txn_b351d686ae03,mer_ccc,ord_718701,918100,COD,db109965d3573a0c,dev_46d88163ffa9,h3_Del_ring_748,110001,3,93,0.11,0,0.8527,6,0.8468,2.6435,7,0.8468,2,2,1,1
txn_8d81ff013800,mer_aaa,ord_413496,1105300,COD,2b5a82179520e330,dev_4005c7178e17,h3_Pun_ring_640,411057,1,848,0.16,1,0.989,34,0.9376,2.6243,13,0.9376,2,1,1,1
txn_efb2898b99a9,mer_aaa,ord_935707,1610000,COD,191c67aafb28fc39,dev_c422d1034bfb,h3_Del_ring_197,110085,1,644,0.13,1,0.9201,11,0.8993,2.327,13,0.8993,1,1,1,1
txn_aeb4c80d0f3a,mer_ddd,ord_307963,547800,UPI,36dc803728c70c5c,dev_37213fdb3787,h3_Hyd_4801,500081,137,7678,0.77,0,0.0662,1,0.2538,0.6805,0,0.0,0,0,0,0
txn_9bd0829e8a8f,mer_bbb,ord_569800,1075300,UPI,102a681156be082a,dev_fc72ab976898,h3_Pun_7647,411057,195,13158,0.53,0,0.0579,10,0.1274,1.3295,0,0.0,1,0,0,0
txn_2b68e100ce97,mer_ccc,ord_738705,708800,COD,a00aae9ffac50206,dev_29b58d0dc8be,h3_Mum_1431,400093,6,1337,0.45,0,0.3423,3,0.2311,1.3339,0,0.0,0,0,1,0
txn_152d1583aaf4,mer_bbb,ord_328301,173200,UPI,89f01463730190bb,dev_66075cb96ec9,h3_Pun_1486,411001,124,11587,0.88,0,0.0526,2,0.1268,0.7435,0,0.0,0,0,0,0
txn_b360d2b3a0a9,mer_bbb,ord_974853,358700,UPI,12adcf8dc9ca3c3a,dev_f4d0d53a17e9,h3_Che_7551,600100,33,488,0.66,0,0.0839,1,0.0909,1.4545,0,0.0,0,0,0,0
txn_4d2486c38c92,mer_ddd,ord_746876,1007700,UPI,436e56f2ea94f6ed,dev_af24506196e0,h3_Mum_2595,400050,155,7845,0.52,0,0.1105,3,0.1602,0.952,0,0.0,0,0,0,0
txn_5f6604255d89,mer_ccc,ord_104167,80100,PREPAID,c92f599d9d33fa2b,dev_7374f37ecf21,h3_Ben_3032,560001,111,7693,0.82,0,0.1354,10,0.0329,0.6078,0,0.0,0,0,0,0
txn_e2a9cf43017e,mer_ccc,ord_316295,871000,UPI,1bd4d6412a7a6af5,dev_3a6fed4c873f,h3_Che_4351,600100,290,6893,0.9,0,0.035,3,0.132,0.8708,0,0.0,0,0,0,0
txn_c4874faa420b,mer_ddd,ord_892990,1402700,COD,04448a8942dac2b6,dev_37ab0cc12e8a,h3_Pun_ring_486,411057,2,1020,0.38,1,0.9599,16,0.9351,2.6485,7,0.9351,2,1,1,1
txn_c327b5c7f737,mer_bbb,ord_723943,817000,COD,0e8c478bd9e4d6fb,dev_26e48bfb0589,h3_Hyd_ring_603,500001,6,776,0.19,0,0.6873,7,0.7325,2.8433,5,0.7325,3,0,1,1
txn_432c067ab47a,mer_aaa,ord_892171,221800,COD,85c5e9ca1092518d,dev_a27675554492,h3_Pun_9245,411001,150,10743,0.79,0,0.0296,1,0.1712,0.5096,0,0.0,0,0,0,0
txn_7787ad154aa3,mer_aaa,ord_470273,968100,UPI,a624bbe7b4f45444,dev_a17836fe4368,h3_Ben_3647,560034,450,6427,0.82,0,0.0731,12,0.0228,1.0556,0,0.0,0,0,0,0
txn_237f75131737,mer_bbb,ord_761822,1295600,COD,d86ec42671e88aea,dev_b638d6ff2338,h3_Che_9024,600100,155,5851,0.92,0,0.1589,7,0.2598,0.5948,0,0.0,0,0,0,0
txn_cc6e34665082,mer_aaa,ord_204599,1828100,UPI,92e029c9ea3357f9,dev_961887f9bce5,h3_Hyd_5399,500001,125,10178,0.7,0,0.0628,9,0.1543,1.2683,0,0.0,0,0,0,0
txn_ab59f8649384,mer_ccc,ord_138960,1121600,UPI,9a6a05a15f2234e7,dev_f993d942b93c,h3_Hyd_1188,500034,90,4861,0.64,0,0.0218,16,0.0793,1.2586,0,0.0,0,0,0,0
txn_bae9cf5be576,mer_bbb,ord_467284,886000,UPI,6b951cd802d4335c,dev_5d6d349a24fb,h3_Del_9342,110085,268,4878,0.9,0,0.0232,16,0.0621,1.4705,0,0.0,0,0,0,0
txn_04d68d947828,mer_ccc,ord_195272,189000,COD,9dde2edcdf9acb0c,dev_a3f0090d8e11,h3_Pun_1068,411001,6,1297,0.26,0,0.5587,6,0.2368,1.5611,0,0.0,0,1,1,0
txn_2852d35070cb,mer_ddd,ord_881370,1735900,COD,692a66549179d70c,dev_fd2967d2a716,h3_Pun_8995,411038,15,2397,0.21,0,0.6295,3,0.2928,1.4492,0,0.0,1,1,1,0
txn_22b21bcc031c,mer_ddd,ord_581383,134700,UPI,dc8ab78bfd002384,dev_00bc01ad7750,h3_Del_9628,110016,40,6996,0.92,0,0.1151,13,0.1588,0.503,0,0.0,0,0,0,0
txn_cfbb20c71a9a,mer_aaa,ord_328174,1318600,COD,bbb53a6f0ba34e85,dev_fd6deda27d76,h3_Hyd_ring_647,500001,2,815,0.1,1,0.8166,7,0.7835,2.6461,8,0.7835,3,2,1,1
txn_7c7d2aa5a993,mer_ccc,ord_800674,260800,COD,60e970bb9d93f213,dev_52a5b0fdf670,h3_Che_1051,600001,95,9304,0.87,0,0.0189,1,0.3373,1.4892,0,0.0,0,0,0,0
txn_5de5eb2ed75b,mer_bbb,ord_799287,1624000,COD,99ab3de492d953e6,dev_fc51755fe26f,h3_Mum_ring_605,400050,4,694,0.35,0,0.4519,10,0.4306,2.5568,6,0.4306,4,1,1,1
txn_2dc6b7d43f32,mer_bbb,ord_663944,1077900,COD,dbd5e98f28f2dbc7,dev_a709285dad51,h3_Ben_ring_384,560103,4,952,0.07,0,0.8888,29,0.9364,2.2841,9,0.9364,3,1,1,1
txn_121778a87ec3,mer_ddd,ord_173584,3374600,UPI,3c3f8513a01161c5,dev_fb23973f4249,h3_Hyd_9176,500001,683,7458,0.84,0,0.0702,1,0.4681,1.2303,0,0.0,0,0,0,0
txn_079d1693ba1f,mer_ccc,ord_948159,215900,COD,9798fcfde69c4587,dev_a1d147c258e3,h3_Ben_7184,560068,61,5037,0.44,0,0.0368,7,0.2752,0.8089,0,0.0,0,0,0,0
